ID,TP_ESCOLA,ESTADO_CIVIL,NOTA_FINAL
29944,Pública,Solteiro,366.91410536735344
29945,Pública,Solteiro,486.15017308662874
29946,Pública,Casado,401.15803980417155
29947,Pública,Solteiro,494.4592528980197
29948,Pública,Casado,310.0910993571978
29949,Pública,Solteiro,506.254598556032
29950,Pública,Solteiro,310.83794076162496
29951,Privada,Solteiro,586.5646139941389
29952,Pública,Solteiro,680.7530271148389
29953,Pública,Solteiro,743.1435623536156
29954,Pública,Solteiro,472.8568675250948
29955,Pública,Casado,583.8214772094285
29956,Pública,Solteiro,643.1153598992662
29957,Privada,Solteiro,393.43458465089464
29958,Pública,Casado,700.211787937835
29959,Pública,Solteiro,451.4652108229806
29960,Pública,Divorciado,381.36322834081733
29961,Pública,Solteiro,501.0183553457441
29962,Pública,Divorciado,570.9954441853224
29963,Pública,Solteiro,565.6295631777145
29964,Pública,Solteiro,670.3316829573997
29965,Pública,Solteiro,437.64011575367874
29966,Pública,Solteiro,666.5928223212655
29967,Pública,Solteiro,425.7660217154395
29968,Pública,Solteiro,457.23287443657443
29969,Pública,Solteiro,429.3327129316765
29970,Pública,Solteiro,550.53752225299
29971,Pública,Solteiro,362.1031083372884
29972,Pública,Casado,587.6164718107369
29973,Privada,Solteiro,538.3450446944507
29974,Pública,Solteiro,606.8923770902117
29975,Pública,Solteiro,593.664211688656
29976,Pública,Solteiro,482.98377302520953
29977,Pública,Solteiro,672.2395288828793
29978,Pública,Solteiro,698.1189888593678
29979,Pública,Solteiro,330.68316343540346
29980,Privada,Solteiro,610.8080490526246
29981,Privada,Solteiro,618.2042735971188
29982,Pública,Viúvo,509.61216572942135
29983,Pública,Solteiro,444.44622938776115
29984,Pública,Solteiro,637.0875759331957
29985,Privada,Solteiro,789.5150068069329
29986,Pública,Divorciado,675.0279767950672
29987,Pública,Solteiro,549.5153440189894
29988,Pública,Casado,636.989569067104
29989,Pública,Solteiro,635.5636897326416
29990,Pública,Casado,383.1307640954865
29991,Pública,Solteiro,493.4999210532068
29992,Pública,Viúvo,447.16858468618506
29993,Pública,Solteiro,569.4098429370688
29994,Privada,Solteiro,659.453874855325
29995,Pública,Solteiro,774.297886900334
29996,Pública,Casado,538.280349781621
29997,Privada,Solteiro,383.5340159724972
29998,Pública,Casado,368.3795453213928
29999,Privada,Solteiro,670.8531683779188
30000,Pública,Solteiro,600.9397599820021
30001,Pública,Solteiro,923.9957612490606
30002,Pública,Solteiro,667.7172229989354
30003,Pública,Solteiro,464.3955020822939
30004,Pública,Divorciado,603.2212175557916
30005,Privada,Solteiro,522.9838165974941
30006,Pública,Solteiro,634.1419214749667
30007,Privada,Solteiro,450.59411816398125
30008,Pública,Solteiro,489.50795839832745
30009,Pública,Viúvo,764.6818251526694
30010,Pública,Solteiro,612.2190375720738
30011,Privada,Solteiro,551.5837969269958
30012,Pública,Solteiro,335.78060131107804
30013,Pública,Casado,537.020323143894
30014,Pública,Solteiro,590.9101254862019
30015,Pública,Divorciado,516.796992859346
30016,Pública,Solteiro,595.8821509167
30017,Pública,Solteiro,716.2792559851292
30018,Pública,Solteiro,616.9389177778481
30019,Pública,Solteiro,483.3298848401511
30020,Pública,Casado,579.5320556301357
30021,Pública,Solteiro,656.5707913144022
30022,Pública,Casado,506.5093410153276
30023,Pública,Solteiro,807.1118856569921
30024,Pública,Solteiro,587.1489709493248
30025,Pública,Casado,500.33931511573473
30026,Pública,Solteiro,570.3372831309396
30027,Pública,Solteiro,554.8056690222829
30028,Pública,Solteiro,581.3305548429988
30029,Pública,Solteiro,601.9092971329372
30030,Pública,Solteiro,784.3524650765999
30031,Pública,Solteiro,628.173837934653
30032,Pública,Solteiro,720.2697145338926
30033,Pública,Solteiro,320.8227295772392
30034,Pública,Solteiro,724.4346724591485
30035,Pública,Solteiro,664.0684581823592
30036,Pública,Solteiro,784.7926322883196
30037,Pública,Divorciado,497.97696880092326
30038,Pública,Solteiro,648.4838018356645
30039,Pública,Solteiro,504.21964320890925
30040,Pública,Casado,443.02598124101957
30041,Pública,Solteiro,281.53271989025865
30042,Pública,Viúvo,575.0970290052879
30043,Pública,Solteiro,767.2004923883885
30044,Pública,Solteiro,454.8837573440524
30045,Pública,Solteiro,627.8916846104914
30046,Pública,Casado,508.4488847272124
30047,Pública,Solteiro,513.0184985701403
30048,Pública,Casado,357.143675107871
30049,Pública,Solteiro,502.72282069662367
30050,Pública,Casado,433.64297898429584
30051,Pública,Solteiro,601.9377492493832
30052,Pública,Solteiro,440.9726400011743
30053,Pública,Solteiro,453.79447968742215
30054,Pública,Solteiro,498.1984242588868
30055,Pública,Casado,520.6192018745807
30056,Pública,Solteiro,727.4476732119351
30057,Privada,Solteiro,332.93542706691625
30058,Privada,Casado,493.2148983038882
30059,Pública,Divorciado,754.9297289295969
30060,Pública,Solteiro,621.0357846673437
30061,Pública,Solteiro,744.110103163164
30062,Pública,Solteiro,671.2452803487505
30063,Pública,Casado,450.3914167724321
30064,Pública,Solteiro,473.5118775771017
30065,Pública,Casado,491.5677492436193
30066,Pública,Casado,865.6469681079598
30067,Pública,Solteiro,714.6042676998807
30068,Privada,Solteiro,451.46480022321214
30069,Pública,Solteiro,602.9290556070935
30070,Pública,Solteiro,636.3971188903404
30071,Pública,Solteiro,492.5377586679511
30072,Pública,Solteiro,373.0507858637595
30073,Pública,Solteiro,686.4675348241906
30074,Pública,Solteiro,824.6921597965998
30075,Privada,Solteiro,672.8493387938423
30076,Privada,Viúvo,596.7927677387465
30077,Pública,Solteiro,438.1548356921842
30078,Privada,Solteiro,716.0298075068902
30079,Privada,Divorciado,706.1963162457856
30080,Pública,Divorciado,665.7746065944405
30081,Pública,Solteiro,473.8150963384011
30082,Pública,Solteiro,769.9484391529213
30083,Pública,Solteiro,515.3011300270789
30084,Pública,Solteiro,643.3372939177539
30085,Pública,Solteiro,466.2995473828944
30086,Pública,Solteiro,392.41214629961655
30087,Pública,Solteiro,598.6281998009571
30088,Pública,Solteiro,537.7946458099589
30089,Pública,Solteiro,563.5460202236806
30090,Pública,Divorciado,354.3099888330356
30091,Pública,Solteiro,809.6908802988112
30092,Privada,Casado,564.1310433360936
30093,Pública,Solteiro,429.82067383810795
30094,Privada,Solteiro,640.8732160079037
30095,Pública,Casado,426.8607376122124
30096,Pública,Solteiro,397.2652003602652
30097,Pública,Solteiro,465.7087519413216
30098,Pública,Solteiro,407.1742413548885
30099,Pública,Divorciado,437.7392146657256
30100,Pública,Solteiro,459.17779636792585
30101,Pública,Solteiro,596.66191634537
30102,Pública,Solteiro,528.6629223199176
30103,Pública,Divorciado,582.537586800074
30104,Pública,Solteiro,739.8977996338627
30105,Privada,Solteiro,720.3004314463872
30106,Pública,Solteiro,328.2246772086139
30107,Pública,Solteiro,533.2562971895342
30108,Pública,Solteiro,642.6781668702004
30109,Pública,Solteiro,499.97679526884514
30110,Pública,Divorciado,420.13654708274976
30111,Pública,Solteiro,489.0990454356161
30112,Pública,Solteiro,482.73904764308855
30113,Pública,Casado,791.6266821749564
30114,Pública,Casado,592.7876964738346
30115,Privada,Casado,624.709264969112
30116,Pública,Solteiro,318.8776639384823
30117,Pública,Solteiro,650.927639391842
30118,Pública,Divorciado,481.1287856346637
30119,Pública,Solteiro,678.561281671371
30120,Pública,Solteiro,407.5298931437416
30121,Pública,Solteiro,527.2063354568546
30122,Pública,Solteiro,379.0508953064309
30123,Privada,Casado,526.1380572790013
30124,Pública,Solteiro,367.56738906267935
30125,Pública,Solteiro,356.9878950347173
30126,Pública,Solteiro,618.5263392590437
30127,Privada,Solteiro,558.0825124982446
30128,Pública,Solteiro,624.638518777894
30129,Pública,Solteiro,527.2950075448538
30130,Pública,Casado,603.556361805095
30131,Pública,Solteiro,601.1786402152336
30132,Pública,Solteiro,431.3859489801132
30133,Pública,Solteiro,674.5052265948078
30134,Pública,Solteiro,739.66888015864
30135,Privada,Solteiro,532.1352208953972
30136,Pública,Solteiro,422.3218724066048
30137,Pública,Solteiro,279.9550629295346
30138,Pública,Solteiro,407.04998691327
30139,Pública,Solteiro,462.30833819164525
30140,Pública,Solteiro,317.8100742401265
30141,Pública,Solteiro,429.41388323480714
30142,Pública,Solteiro,625.7861028766363
30143,Pública,Casado,517.3139070220094
30144,Pública,Divorciado,525.9088569643206
30145,Pública,Solteiro,770.3993892747965
30146,Pública,Divorciado,561.952345586339
30147,Privada,Solteiro,608.1616162290323
30148,Pública,Solteiro,653.8430896620122
30149,Pública,Solteiro,533.0727033832964
30150,Pública,Solteiro,654.4700729803436
30151,Pública,Solteiro,450.98964415730376
30152,Privada,Divorciado,450.59837990093894
30153,Privada,Divorciado,544.2997328789816
30154,Pública,Solteiro,540.2678957602459
30155,Pública,Solteiro,664.244330467292
30156,Pública,Solteiro,387.33262379983375
30157,Pública,Solteiro,810.6002737045103
30158,Pública,Solteiro,677.2606139349347
30159,Privada,Solteiro,393.38929182157085
30160,Pública,Solteiro,538.1940899678033
30161,Pública,Solteiro,516.7759326173234
30162,Pública,Solteiro,593.5574509714154
30163,Privada,Solteiro,355.0195385064196
30164,Pública,Solteiro,524.8857349194616
30165,Pública,Solteiro,621.8429848592355
30166,Privada,Solteiro,265.4585843018599
30167,Pública,Casado,535.0877319966755
30168,Pública,Solteiro,342.08059000886897
30169,Pública,Casado,409.728945106609
30170,Pública,Solteiro,216.75514906818097
30171,Pública,Solteiro,519.0435721498241
30172,Privada,Solteiro,475.9550675618789
30173,Pública,Solteiro,657.7420709221566
30174,Pública,Casado,563.4185312248093
30175,Pública,Casado,457.7669495922257
30176,Pública,Solteiro,665.7745341059472
30177,Privada,Solteiro,583.9785343474452
30178,Privada,Solteiro,482.5175665049133
30179,Pública,Casado,446.7702312044618
30180,Pública,Casado,488.0316311212602
30181,Pública,Casado,632.0433703012831
30182,Pública,Solteiro,614.942846338808
30183,Pública,Solteiro,609.2706849267395
30184,Pública,Solteiro,500.7021913221013
30185,Pública,Solteiro,582.3325135188534
30186,Privada,Solteiro,595.0468086999393
30187,Pública,Solteiro,557.147425364762
30188,Pública,Casado,619.9101242601415
30189,Pública,Casado,507.6388580864881
30190,Pública,Solteiro,286.47316140898835
30191,Pública,Solteiro,583.7685780090588
30192,Pública,Solteiro,470.82011130431624
30193,Pública,Solteiro,434.3896960977187
30194,Pública,Solteiro,468.5432504807137
30195,Pública,Solteiro,516.9420046042068
30196,Pública,Solteiro,345.86086071167455
30197,Pública,Casado,506.2253214789146
30198,Pública,Solteiro,719.8260717031599
30199,Pública,Solteiro,494.68596406971574
30200,Pública,Solteiro,494.776441569785
30201,Pública,Solteiro,419.5660810376827
30202,Pública,Solteiro,600.4204574681896
30203,Pública,Solteiro,655.6146632800021
30204,Pública,Casado,499.2641546170718
30205,Pública,Divorciado,511.6865290804394
30206,Privada,Solteiro,346.798209880914
30207,Pública,Solteiro,562.719514870163
30208,Pública,Solteiro,774.0132905007135
30209,Pública,Solteiro,454.70435094810597
30210,Pública,Casado,713.584030360101
30211,Pública,Solteiro,457.063688634816
30212,Privada,Divorciado,633.7040368123035
30213,Privada,Solteiro,531.7490507414502
30214,Pública,Casado,537.0977419516535
30215,Pública,Solteiro,408.8289075556455
30216,Pública,Viúvo,661.997911479715
30217,Pública,Viúvo,527.0905797633633
30218,Pública,Solteiro,377.00059225224993
30219,Pública,Solteiro,765.323963166405
30220,Pública,Viúvo,631.5727552008176
30221,Pública,Solteiro,604.9862582442113
30222,Pública,Solteiro,401.6392138128387
30223,Pública,Solteiro,592.3780501560203
30224,Privada,Solteiro,507.797503890993
30225,Pública,Casado,367.9806860743698
30226,Pública,Solteiro,531.4792231784347
30227,Pública,Solteiro,599.433704126612
30228,Pública,Casado,681.7952641673137
30229,Pública,Solteiro,860.3549224085331
30230,Pública,Solteiro,629.8312226353014
30231,Pública,Solteiro,725.4703009720432
30232,Pública,Solteiro,503.5629540774279
30233,Pública,Solteiro,558.3027527560245
30234,Pública,Solteiro,586.4056383862356
30235,Privada,Casado,447.96867694380734
30236,Pública,Casado,256.009973677206
30237,Pública,Solteiro,609.0333438200008
30238,Privada,Casado,638.4238073785457
30239,Pública,Solteiro,406.0681327636296
30240,Pública,Solteiro,609.7499222208987
30241,Privada,Solteiro,631.018004907668
30242,Pública,Solteiro,534.9580277216099
30243,Pública,Solteiro,683.0475416433823
30244,Pública,Casado,706.7915094552179
30245,Privada,Solteiro,403.6384563241344
30246,Pública,Solteiro,465.11848263652445
30247,Pública,Casado,649.8798244209146
30248,Privada,Solteiro,443.99827474584606
30249,Pública,Solteiro,606.8005991062996
30250,Pública,Solteiro,476.37936579646714
30251,Pública,Divorciado,328.9488363982835
30252,Pública,Casado,442.6185894501522
30253,Pública,Solteiro,556.4778312043992
30254,Pública,Casado,483.4380583844072
30255,Pública,Solteiro,673.153899066107
30256,Privada,Casado,482.2923643325589
30257,Pública,Solteiro,664.9958535873553
30258,Privada,Solteiro,487.7140128723125
30259,Pública,Solteiro,546.6919757053578
30260,Pública,Solteiro,846.3676336933257
30261,Pública,Solteiro,752.7366490754991
30262,Pública,Solteiro,657.4771969103898
30263,Privada,Solteiro,474.7639466634445
30264,Privada,Casado,720.7986252122876
30265,Pública,Solteiro,318.624435674659
30266,Pública,Casado,375.84087493338586
30267,Pública,Solteiro,528.8698745484787
30268,Privada,Solteiro,658.4646369303224
30269,Pública,Solteiro,569.808236049264
30270,Pública,Casado,727.1110463819315
30271,Privada,Divorciado,626.6096727537082
30272,Pública,Divorciado,563.8393712461864
30273,Pública,Casado,573.8027069332556
30274,Pública,Solteiro,598.5008468010135
30275,Pública,Solteiro,534.2326753811717
30276,Privada,Solteiro,658.4035872362015
30277,Pública,Solteiro,242.09744383654896
30278,Pública,Solteiro,632.1737569259469
30279,Pública,Solteiro,681.8219330422191
30280,Pública,Solteiro,574.1714472701656
30281,Pública,Solteiro,573.1379062293744
30282,Privada,Solteiro,439.5298491403733
30283,Privada,Solteiro,665.6276864099763
30284,Pública,Solteiro,634.5950356404711
30285,Pública,Solteiro,567.7463106031009
30286,Pública,Divorciado,539.2954712803406
30287,Pública,Solteiro,700.5418679720974
30288,Pública,Solteiro,616.7472481746828
30289,Privada,Divorciado,423.1992502202236
30290,Privada,Solteiro,585.5891715198254
30291,Pública,Solteiro,555.2412573384931
30292,Pública,Divorciado,431.72668616431645
30293,Privada,Solteiro,651.1246325336475
30294,Pública,Casado,709.0803734213199
30295,Pública,Solteiro,414.6310811103921
30296,Pública,Casado,408.205468220704
30297,Pública,Solteiro,435.60315687870184
30298,Pública,Solteiro,536.9853719159244
30299,Privada,Solteiro,565.5746961282998
30300,Pública,Casado,462.1606386729034
30301,Pública,Solteiro,758.3438800073096
30302,Pública,Solteiro,565.5501103404489
30303,Pública,Divorciado,560.9305903343809
30304,Privada,Solteiro,554.6837500326411
30305,Pública,Solteiro,409.3638442575383
30306,Privada,Divorciado,498.65225586005823
30307,Pública,Casado,669.7320703245316
30308,Pública,Solteiro,580.9684635394312
30309,Privada,Casado,445.01437870844677
30310,Pública,Solteiro,586.2248590835336
30311,Pública,Solteiro,542.9750004049642
30312,Pública,Casado,294.86315072310396
30313,Pública,Solteiro,657.9137359545404
30314,Pública,Solteiro,362.8873177385484
30315,Pública,Solteiro,561.9530905843659
30316,Pública,Solteiro,605.2284821068888
30317,Pública,Solteiro,737.481823561556
30318,Pública,Solteiro,610.6420797891539
30319,Pública,Solteiro,482.12912460912594
30320,Pública,Solteiro,374.62768179619286
30321,Pública,Solteiro,450.7788042434788
30322,Pública,Solteiro,611.7329440271818
30323,Pública,Solteiro,394.8925043659953
30324,Pública,Casado,564.5074199702535
30325,Pública,Casado,505.4671614411199
30326,Privada,Solteiro,352.1464005250221
30327,Pública,Viúvo,474.0909260062371
30328,Pública,Solteiro,555.3284752972165
30329,Privada,Solteiro,616.1084944697898
30330,Pública,Solteiro,598.7606883277972
30331,Pública,Solteiro,680.6621239250856
30332,Pública,Casado,478.3670828772295
30333,Pública,Solteiro,379.46241678755155
30334,Pública,Solteiro,650.5916428167933
30335,Pública,Solteiro,512.6152775705477
30336,Pública,Solteiro,517.2953927461995
30337,Pública,Casado,568.7927746057679
30338,Privada,Solteiro,688.2470521803007
30339,Pública,Solteiro,642.3440409468386
30340,Pública,Solteiro,627.7584788684298
30341,Pública,Solteiro,440.02107715048294
30342,Pública,Solteiro,577.6398532609758
30343,Pública,Divorciado,531.1497080009474
30344,Pública,Solteiro,464.6797383959251
30345,Pública,Solteiro,431.9840549241079
30346,Pública,Solteiro,518.2999795602698
30347,Pública,Solteiro,443.1456831405045
30348,Pública,Solteiro,670.0393806305133
30349,Privada,Casado,681.110997725984
30350,Pública,Solteiro,519.9758039448748
30351,Pública,Solteiro,594.1482337783993
30352,Pública,Casado,573.4723636725612
30353,Pública,Casado,357.5546948633736
30354,Pública,Solteiro,571.005723873658
30355,Pública,Solteiro,369.5891912881531
30356,Pública,Solteiro,674.3394407201332
30357,Pública,Solteiro,429.7637099964686
30358,Pública,Casado,330.2718471997362
30359,Pública,Solteiro,601.4952796833036
30360,Pública,Solteiro,438.97816430282387
30361,Pública,Solteiro,318.5850427159457
30362,Pública,Solteiro,828.149782363927
30363,Pública,Casado,538.4586452603165
30364,Pública,Solteiro,548.2285078184867
30365,Pública,Solteiro,558.2141425552272
30366,Pública,Solteiro,631.7675576135031
30367,Pública,Solteiro,553.1562392007415
30368,Pública,Solteiro,232.1475397181526
30369,Pública,Solteiro,599.2095106081692
30370,Pública,Divorciado,580.9800190948228
30371,Pública,Solteiro,495.4589416310749
30372,Pública,Solteiro,559.1386314167389
30373,Pública,Solteiro,743.6285971006939
30374,Pública,Solteiro,766.4247817584314
30375,Pública,Solteiro,683.6496629521944
30376,Pública,Solteiro,284.1813316081346
30377,Pública,Solteiro,651.5208070573958
30378,Pública,Solteiro,319.7119753227013
30379,Pública,Solteiro,646.338128653552
30380,Pública,Solteiro,567.1216881607229
30381,Pública,Divorciado,601.5334021632308
30382,Pública,Solteiro,439.2323526126152
30383,Pública,Solteiro,723.8432016812742
30384,Pública,Solteiro,649.1677508705008
30385,Pública,Solteiro,496.7471840042467
30386,Pública,Solteiro,617.6271811883255
30387,Privada,Casado,405.7041067142265
30388,Pública,Solteiro,727.051590591884
30389,Pública,Casado,489.5383478207759
30390,Pública,Solteiro,625.3835916253443
30391,Pública,Solteiro,684.5752641810739
30392,Pública,Solteiro,332.5797706464147
30393,Pública,Solteiro,591.8711208240992
30394,Pública,Casado,674.9281931048537
30395,Pública,Viúvo,481.77819981438495
30396,Pública,Divorciado,561.3495853534506
30397,Pública,Solteiro,601.8307233860488
30398,Pública,Solteiro,573.5260154356524
30399,Pública,Casado,478.5144748152479
30400,Pública,Divorciado,432.25658546338406
30401,Pública,Solteiro,604.7499776033196
30402,Pública,Viúvo,581.24543270972
30403,Pública,Solteiro,510.86637142842415
30404,Pública,Solteiro,677.619901601882
30405,Pública,Solteiro,527.3902127240145
30406,Pública,Solteiro,493.5421536665037
30407,Privada,Solteiro,243.7192635617601
30408,Privada,Casado,528.6720648503401
30409,Pública,Solteiro,483.5811372526695
30410,Pública,Divorciado,545.7154816093059
30411,Privada,Solteiro,810.0837964545191
30412,Pública,Solteiro,599.4972846835974
30413,Pública,Solteiro,586.3622240254159
30414,Pública,Solteiro,715.9986997741656
30415,Pública,Solteiro,481.4991263301147
30416,Pública,Casado,849.3828631343117
30417,Pública,Casado,486.25749940536446
30418,Pública,Casado,642.3869818062783
30419,Pública,Solteiro,398.87179403402126
30420,Pública,Solteiro,645.0444027011225
30421,Pública,Solteiro,427.584264632799
30422,Privada,Solteiro,636.7741289899594
30423,Pública,Solteiro,406.10365664397636
30424,Pública,Casado,553.4358753253201
30425,Privada,Solteiro,557.4297969810018
30426,Pública,Solteiro,703.8390791484187
30427,Privada,Solteiro,633.8833021204559
30428,Pública,Solteiro,552.1649103525784
30429,Pública,Solteiro,587.2562334379493
30430,Pública,Solteiro,709.0027928192949
30431,Pública,Solteiro,590.5305638303162
30432,Pública,Casado,580.4744404307796
30433,Pública,Solteiro,764.7022782820882
30434,Pública,Divorciado,511.3173222524406
30435,Privada,Solteiro,535.6940776452872
30436,Pública,Casado,593.725785207044
30437,Pública,Solteiro,420.57004048766424
30438,Pública,Solteiro,586.0492288327853
30439,Pública,Divorciado,593.1035284818314
30440,Pública,Solteiro,712.4465914089403
30441,Pública,Solteiro,515.6545952234103
30442,Pública,Solteiro,565.7586955737142
30443,Pública,Solteiro,603.1436385405297
30444,Pública,Casado,542.7085805340279
30445,Pública,Solteiro,603.7318767480797
30446,Pública,Casado,551.5554964719336
30447,Pública,Solteiro,622.9625641250498
30448,Pública,Solteiro,548.2709273746622
30449,Pública,Solteiro,476.4960977681201
30450,Pública,Solteiro,641.3614196070985
30451,Pública,Solteiro,626.2569407586933
30452,Pública,Solteiro,439.0647974938458
30453,Privada,Solteiro,675.2147582825612
30454,Pública,Solteiro,723.3485083623546
30455,Pública,Solteiro,436.91110957523836
30456,Pública,Solteiro,370.0797873770434
30457,Pública,Solteiro,698.877783374021
30458,Privada,Solteiro,324.7457949984938
30459,Pública,Solteiro,294.4211707704327
30460,Pública,Solteiro,734.6845719537421
30461,Pública,Solteiro,626.5906205970664
30462,Pública,Divorciado,464.1911621061344
30463,Pública,Casado,632.035836632019
30464,Pública,Divorciado,477.5304932373951
30465,Pública,Solteiro,474.6982296226173
30466,Pública,Solteiro,761.4049760392519
30467,Pública,Solteiro,485.850287023956
30468,Pública,Solteiro,266.1965447685973
30469,Pública,Solteiro,488.22053531948904
30470,Pública,Solteiro,463.8031027625273
30471,Privada,Solteiro,617.8891814985867
30472,Pública,Divorciado,512.4873085938308
30473,Pública,Solteiro,371.05780502446225
30474,Privada,Casado,663.6793790626094
30475,Privada,Solteiro,558.8039166618724
30476,Pública,Solteiro,461.9809809489301
30477,Pública,Solteiro,651.3224189179149
30478,Pública,Solteiro,530.4437126151905
30479,Pública,Solteiro,649.4810170872624
30480,Pública,Solteiro,440.8622443599367
30481,Pública,Solteiro,589.4208403217203
30482,Pública,Solteiro,586.3824219704616
30483,Pública,Solteiro,386.3583422096413
30484,Pública,Solteiro,631.102586031293
30485,Pública,Solteiro,558.1293373362854
30486,Pública,Solteiro,556.7980342193069
30487,Privada,Solteiro,517.3287146085372
30488,Privada,Solteiro,740.6350737623245
30489,Pública,Solteiro,714.2671341883781
30490,Pública,Solteiro,439.1235940111521
30491,Pública,Solteiro,297.44033269397926
30492,Pública,Solteiro,590.0897482396679
30493,Pública,Solteiro,483.23235451652033
30494,Pública,Solteiro,529.5826796870979
30495,Pública,Solteiro,536.1500535045849
30496,Pública,Casado,347.06341479325135
30497,Pública,Solteiro,579.9187761427622
30498,Pública,Solteiro,405.2159797719988
30499,Pública,Solteiro,623.7911926532022
30500,Pública,Solteiro,626.0426715323556
30501,Pública,Solteiro,445.31934535744506
30502,Pública,Solteiro,538.6040030800573
30503,Pública,Divorciado,475.46422800027574
30504,Pública,Solteiro,487.1276303329182
30505,Pública,Solteiro,600.8063680693987
30506,Pública,Solteiro,655.3173283876442
30507,Pública,Solteiro,572.2389659334855
30508,Pública,Casado,604.9589863481266
30509,Pública,Solteiro,552.8202293891575
30510,Pública,Divorciado,532.92338704985
30511,Pública,Solteiro,433.51401820430596
30512,Pública,Viúvo,651.8641686577156
30513,Pública,Divorciado,555.6516083919023
30514,Pública,Solteiro,791.4674393322667
30515,Pública,Solteiro,642.8440661037737
30516,Pública,Solteiro,520.4033067819553
30517,Pública,Solteiro,694.920319409749
30518,Pública,Solteiro,775.0425067191377
30519,Pública,Solteiro,492.63431632884226
30520,Pública,Solteiro,618.7878254384456
30521,Pública,Casado,597.2920784031692
30522,Pública,Casado,515.0043173654107
30523,Privada,Solteiro,617.6369453114132
30524,Pública,Solteiro,381.484827862721
30525,Privada,Solteiro,471.69840967152106
30526,Pública,Solteiro,531.707401925124
30527,Privada,Casado,238.21379447626572
30528,Pública,Casado,564.2439110921213
30529,Pública,Solteiro,601.1157946204065
30530,Pública,Solteiro,596.5064433464358
30531,Privada,Solteiro,468.24274405422454
30532,Pública,Solteiro,553.1221815066789
30533,Privada,Casado,527.9253020367256
30534,Privada,Solteiro,323.74912048534173
30535,Pública,Solteiro,397.35983413612223
30536,Pública,Solteiro,355.6385937282347
30537,Privada,Solteiro,630.3290188431258
30538,Pública,Solteiro,545.9393618470681
30539,Privada,Solteiro,471.24092664837724
30540,Pública,Solteiro,639.394042442221
30541,Pública,Solteiro,534.5213835010277
30542,Pública,Viúvo,542.0313938879428
30543,Pública,Solteiro,668.4503439858213
30544,Privada,Solteiro,291.6554342492075
30545,Pública,Casado,836.1540455210031
30546,Pública,Solteiro,670.6212575287243
30547,Pública,Solteiro,563.3771711878227
30548,Pública,Solteiro,637.7075160149778
30549,Pública,Solteiro,585.1041376357269
30550,Pública,Solteiro,605.27878768531
30551,Privada,Solteiro,606.6372162905869
30552,Pública,Casado,805.3438138108049
30553,Pública,Solteiro,467.99767847469036
30554,Pública,Solteiro,454.1582158042742
30555,Pública,Solteiro,484.62286371093165
30556,Pública,Solteiro,671.3756544415426
30557,Pública,Casado,337.72167676814723
30558,Pública,Solteiro,486.60584927441613
30559,Pública,Solteiro,402.04168904615403
30560,Privada,Solteiro,448.75751150033807
30561,Pública,Solteiro,570.7234227004568
30562,Pública,Solteiro,523.1462018267449
30563,Pública,Casado,753.3362429652561
30564,Pública,Solteiro,649.6037739983773
30565,Pública,Solteiro,613.5697008764198
30566,Pública,Solteiro,577.2016693142156
30567,Pública,Casado,423.55252967938793
30568,Pública,Solteiro,694.222671207725
30569,Pública,Solteiro,485.77073448680653
30570,Pública,Solteiro,311.5570813285225
30571,Pública,Solteiro,558.4155627980625
30572,Pública,Solteiro,538.9804163892655
30573,Privada,Casado,444.7862952552867
30574,Privada,Solteiro,316.45590387091374
30575,Pública,Solteiro,836.0051525986992
30576,Pública,Solteiro,642.0130708061222
30577,Pública,Solteiro,748.6012304216258
30578,Pública,Solteiro,529.6548280698538
30579,Pública,Solteiro,465.61029151146676
30580,Pública,Solteiro,523.6862147310519
30581,Pública,Casado,425.760365765453
30582,Pública,Divorciado,406.61864171568743
30583,Pública,Solteiro,839.0041355032897
30584,Pública,Solteiro,619.4592519666361
30585,Privada,Solteiro,447.4353122051855
30586,Pública,Solteiro,458.5577688731921
30587,Pública,Casado,458.6538793958844
30588,Privada,Solteiro,598.0979941182054
30589,Privada,Solteiro,522.6709831669671
30590,Pública,Solteiro,567.4145892381798
30591,Pública,Casado,551.0634973471501
30592,Pública,Divorciado,559.7979756313633
30593,Pública,Solteiro,740.3018276230025
30594,Pública,Solteiro,565.1879762407661
30595,Pública,Divorciado,481.73994517265294
30596,Pública,Solteiro,401.43431000281225
30597,Pública,Divorciado,597.8909264100765
30598,Pública,Solteiro,512.8251675463605
30599,Pública,Solteiro,460.3525731272029
30600,Pública,Solteiro,603.9446281880988
30601,Privada,Divorciado,442.05587747697257
30602,Pública,Solteiro,624.9541156126572
30603,Pública,Casado,683.9796511928604
30604,Pública,Solteiro,501.8803725149224
30605,Pública,Casado,511.1432128512383
30606,Privada,Solteiro,577.0137753503079
30607,Pública,Solteiro,631.7483301417116
30608,Pública,Solteiro,591.5721912631872
30609,Pública,Solteiro,641.5971678837126
30610,Pública,Casado,503.18900871379134
30611,Pública,Casado,630.3622456143028
30612,Pública,Divorciado,691.9833360459425
30613,Pública,Solteiro,452.09302241665864
30614,Pública,Solteiro,505.24642486115096
30615,Privada,Casado,742.7399331809027
30616,Pública,Casado,577.6272065801586
30617,Pública,Solteiro,611.6680143462538
30618,Pública,Solteiro,350.44354177081595
30619,Pública,Solteiro,482.6990748086678
30620,Pública,Solteiro,388.14532969529773
30621,Privada,Divorciado,584.4528664431962
